WN,WP,VM
1.613601,6.7932e-06,0.9413174867353553
1.613601,6.8124e-06,0.9416966077880377
1.613601,6.8316e-06,0.9420754831336157
1.613601,6.850799999999999e-06,0.9424512102364847
1.613601,6.8699999999999994e-06,0.9428274962026649
1.613601,6.889199999999999e-06,0.9432019637893869
1.613601,6.9084e-06,0.9435748141708331
1.613601,6.9275999999999995e-06,0.9439482847438692
1.613601,6.946799999999999e-06,0.9443184220893642
1.613601,6.966e-06,0.9446884223979419
1.613601,6.9852e-06,0.9450583593834221
1.613601,7.0044e-06,0.9454249829014699
1.613601,7.0236e-06,0.9457921477256928
1.613601,7.0428e-06,0.9461580072677747
1.613601,7.062e-06,0.9465217630281713
1.613601,7.081199999999999e-06,0.9468861125357494
1.613601,7.100399999999999e-06,0.9472479779023626
1.613601,7.1195999999999996e-06,0.9476088914849435
1.613601,7.138799999999999e-06,0.9479704339739892
1.613601,7.158e-06,0.9483283955616059
1.613601,7.1772e-06,0.948686474399454
1.613601,7.196399999999999e-06,0.9490446471456024
1.613601,7.2156e-06,0.9493993774593805
1.613601,7.2348e-06,0.9497546365546408
1.613601,7.2539999999999995e-06,0.9501091611166832
1.613601,7.2732e-06,0.9504610459737975
1.613601,7.2924e-06,0.9508134891658933
1.613601,7.3116e-06,0.9511644675702883
1.613601,7.330799999999999e-06,0.9515135180455596
1.613601,7.349999999999999e-06,0.9518631568948328
1.613601,7.3692e-06,0.9522106855399474
1.613601,7.3883999999999994e-06,0.952556913625331
1.613601,7.4076e-06,0.9529037422772934
1.613601,7.4268e-06,0.9532479351562106
1.613601,7.4459999999999995e-06,0.9535913433886468
1.613601,7.4652e-06,0.9539353687395747
1.613601,7.4844e-06,0.9542763390531187
1.613601,7.5036e-06,0.9546169328731007
1.613601,7.5228e-06,0.9549581530140775
1.613601,7.541999999999999e-06,0.9552960106473747
1.613601,7.5612e-06,0.955633795758934
1.613601,7.5803999999999995e-06,0.9559722094378665
1.613601,7.599599999999999e-06,0.9563070732289242
1.613601,7.6188e-06,0.956642049878086
1.613601,7.638e-06,0.9569776570152082
1.613601,7.657199999999998e-06,0.9573096429422384
1.613601,7.6764e-06,0.9576418141895363
1.613601,7.6956e-06,0.9579746115367792
1.613601,7.7148e-06,0.9583038415131542
1.613601,7.733999999999999e-06,0.9586332070707078
1.613601,7.753199999999999e-06,0.9589631988828163
1.613601,7.7724e-06,0.9592897876943315
1.613601,7.7916e-06,0.9596163549869472
1.613601,7.8108e-06,0.9599435289689895
1.613601,7.83e-06,0.960267599728975
1.613601,7.8492e-06,0.9605913682706787
1.613601,7.8684e-06,0.9609157334312473
1.613601,7.887599999999999e-06,0.9612374007659733
1.613601,7.906799999999999e-06,0.961558373544853
1.613601,7.926e-06,0.961879924825168
1.613601,7.9452e-06,0.962199312265306
1.613601,7.9644e-06,0.9625174917296043
1.613601,7.9836e-06,0.9628362354962748
1.613601,8.0028e-06,0.9631534467730329
1.613601,8.022e-06,0.9634688453766884
